Tree	Validity	Type	Sequence_MA	Sequence_MM	Sequence_AD	Sequence_MU	Shape
ENSGT00890000139341	invalid	1	APAMA00000057708	APAMM00000055174	APAAD00000044593	APAMU00000047721	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	TRAMA00000028487	APAMM00000055188	APAAD00000044606	APAMU00000047715	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	APAMA00000057716	APAMM00000055192	APAAD00000044612	TRAMU00000026388	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	APAMA00000057733	APAMM00000055185	APAAD00000044592	APAMU00000047732	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	APAMA00000057747	TRAMM00000027366	APAAD00000044597	APAMU00000047722	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	APAMA00000057745	APAMM00000055210	APAAD00000044599	APAMU00000047741	(MA,(MM,(AD,MU)));
ENSGT00510000046310	invalid	1	APAMA00000032787	APAMM00000031094	APAAD00000025033	APAMU00000026866	(MA,(MM,(AD,MU)));
ENSGT00510000046310	invalid	1	APAMA00000032786	APAMM00000031090	APAAD00000025035	APAMU00000026872	(MA,(MM,(AD,MU)));
ENSGT00510000046310	invalid	1	APAMA00000032790	APAMM00000031087	APAAD00000025037	APAMU00000026870	(MA,(MM,(AD,MU)));
ENSGT00530000063023	invalid	1	TRAMA00000000717	APAMM00000001507	APAAD00000001173	APAMU00000001256	(MA,(MM,(AD,MU)));
ENSGT00530000063023	invalid	1	APAMA00000001507	APAMM00000001500	APAAD00000001178	APAMU00000001264	(MA,(MM,(AD,MU)));
ENSGT00530000063023	invalid	1	APAMA00000001492	APAMM00000001503	APAAD00000001183	APAMU00000001265	(MA,(MM,(AD,MU)));
ENSGT00760000119026	invalid	1	APAMA00000029861	APAMM00000028317	APAAD00000022773	APAMU00000024455	(MA,(MM,(AD,MU)));
ENSGT00760000119026	invalid	1	APAMA00000029827	APAMM00000028296	APAAD00000022763	APAMU00000024425	(MA,(MM,(AD,MU)));
ENSGT00760000119026	invalid	1	APAMA00000029819	APAMM00000028288	APAAD00000022768	APAMU00000024428	(MA,(MM,(AD,MU)));
ENSGT00760000119026	invalid	1	APAMA00000029822	APAMM00000028294	APAAD00000022779	APAMU00000024422	(MA,(MM,(AD,MU)));
ENSGT00390000011617	invalid	1	APAMA00000015584	TRAMM00000007645	APAAD00000011927	APAMU00000012652	(MA,(MM,(AD,MU)));
ENSGT00390000011617	invalid	1	APAMA00000015589	APAMM00000014728	APAAD00000011929	APAMU00000012655	(MA,(MM,(AD,MU)));
ENSGT00390000008959	invalid	1	APAMA00000025001	APAMM00000023759	APAAD00000019097	APAMU00000020439	(MA,(MM,(AD,MU)));
ENSGT00390000008959	invalid	1	TRAMA00000012637	APAMM00000023751	APAAD00000019103	TRAMU00000011716	(MA,(MM,(AD,MU)));
ENSGT00390000008959	invalid	1	APAMA00000025004	TRAMM00000012222	APAAD00000019104	APAMU00000020438	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052512	TRAMM00000026247	APAAD00000040468	APAMU00000043295	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052497	APAMM00000050226	TRAAD00000022949	APAMU00000043313	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052489	APAMM00000050236	APAAD00000040457	APAMU00000043307	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052484	APAMM00000050207	APAAD00000040455	APAMU00000043294	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	TRAMA00000027261	APAMM00000050198	APAAD00000040478	TRAMU00000025282	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052498	APAMM00000050213	APAAD00000040461	TRAMU00000025250	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052492	APAMM00000050208	APAAD00000040462	TRAMU00000025261	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052490	APAMM00000050234	APAAD00000040464	APAMU00000043318	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	1	APAMA00000052486	APAMM00000050202	APAAD00000040474	APAMU00000043304	(MA,(MM,(AD,MU)));
ENSGT00760000118943	invalid	-1	TRAMA00000027272	APAMM00000050199	APAAD00000040476	APAMU00000043300	(MA,(MU,(AD,MM)));
ENSGT00870000136450	invalid	1	APAMA00000038837	APAMM00000036827	APAAD00000029716	APAMU00000031881	(MA,(MM,(AD,MU)));
ENSGT00870000136450	invalid	1	APAMA00000038832	APAMM00000036823	APAAD00000029722	APAMU00000031886	(MA,(MM,(AD,MU)));
ENSGT00390000001681	invalid	1	APAMA00000051323	APAMM00000049046	APAAD00000039498	TRAMU00000024686	(MA,(MM,(AD,MU)));
ENSGT00390000009447	invalid	1	APAMA00000050400	APAMM00000048138	APAAD00000038701	TRAMU00000024231	(MA,(MM,(AD,MU)));
ENSGT00390000000378	invalid	1	TRAMA00000006510	TRAMM00000006313	TRAAD00000005557	APAMU00000010626	(MA,(MM,(AD,MU)));
ENSGT00390000006278	invalid	1	APAMA00000043725	APAMM00000041638	APAAD00000033529	APAMU00000035896	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047082	TRAMM00000023661	APAAD00000036151	TRAMU00000022796	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047134	APAMM00000044949	APAAD00000036157	APAMU00000038760	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047120	APAMM00000044918	APAAD00000036168	APAMU00000038778	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047110	APAMM00000044913	APAAD00000036165	APAMU00000038775	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047072	APAMM00000044909	APAAD00000036176	APAMU00000038774	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	TRAMA00000024573	APAMM00000044876	APAAD00000036155	APAMU00000038752	(MA,(MM,(AD,MU)));
ENSGT00760000118986	invalid	1	APAMA00000047141	TRAMM00000023653	TRAAD00000020670	APAMU00000038751	(MA,(MM,(AD,MU)));
ENSGT00410000025635	invalid	1	TRAMA00000005553	APAMM00000010440	TRAAD00000004730	TRAMU00000005367	(MA,(MM,(AD,MU)));
ENSGT00530000063546	invalid	1	APAMA00000038360	APAMM00000036347	TRAAD00000016699	TRAMU00000018333	(MA,(MM,(AD,MU)));
ENSGT00510000046788	invalid	1	APAMA00000030408	APAMM00000028868	APAAD00000023193	APAMU00000024884	(MA,(MM,(AD,MU)));
ENSGT00410000025758	invalid	1	APAMA00000064965	APAMM00000062164	TRAAD00000004752	APAMU00000053767	(MA,(MM,(AD,MU)));
ENSGT00410000025758	invalid	1	TRAMA00000005580	TRAMM00000005415	APAAD00000050205	APAMU00000053776	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052597	APAMM00000050324	APAAD00000040569	APAMU00000043432	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052599	TRAMM00000026332	APAAD00000040545	TRAMU00000025343	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052607	APAMM00000050338	APAAD00000040536	APAMU00000043379	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	TRAMA00000027365	TRAMM00000026334	APAAD00000040557	APAMU00000043413	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052656	APAMM00000050315	APAAD00000040558	APAMU00000043381	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	TRAMA00000027344	TRAMM00000026343	APAAD00000040539	APAMU00000043390	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052646	APAMM00000050332	APAAD00000040541	APAMU00000043397	(MA,(MM,(AD,MU)));
ENSGT00760000118944	invalid	1	APAMA00000052612	TRAMM00000026340	APAAD00000040565	APAMU00000043428	(MA,(MM,(AD,MU)));
ENSGT00390000004420	invalid	-1	APAMA00000028622	APAMM00000027163	APAAD00000021843	APAMU00000023417	(MA,(MU,(AD,MM)));
ENSGT00390000004420	invalid	1	TRAMA00000014652	APAMM00000027153	APAAD00000021836	APAMU00000023411	(MA,(MM,(AD,MU)));
ENSGT00390000004420	invalid	1	TRAMA00000014656	APAMM00000027142	TRAAD00000012388	TRAMU00000013680	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	-1	TRAMA00000006649	APAMM00000012522	APAAD00000010122	APAMU00000010859	(MM,(MA,(AD,MU)));
ENSGT00760000118999	invalid	1	APAMA00000013248	APAMM00000012519	APAAD00000010134	APAMU00000010866	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	APAMA00000013218	APAMM00000012545	APAAD00000010115	APAMU00000010846	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	TRAMA00000006638	TRAMM00000006470	APAAD00000010120	APAMU00000010848	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	APAMA00000013223	APAMM00000012543	APAAD00000010126	APAMU00000010844	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	APAMA00000013220	APAMM00000012541	APAAD00000010127	APAMU00000010839	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	APAMA00000013237	APAMM00000012531	APAAD00000010144	APAMU00000010875	(MA,(MM,(AD,MU)));
ENSGT00760000118999	invalid	1	TRAMA00000006654	APAMM00000012514	TRAAD00000005683	APAMU00000010857	(MA,(MM,(AD,MU)));
ENSGT00390000005023	invalid	1	APAMA00000031618	APAMM00000029967	APAAD00000024094	APAMU00000025897	(MA,(MM,(AD,MU)));
ENSGT00390000010770	invalid	1	APAMA00000016958	APAMM00000016035	APAAD00000012927	APAMU00000013769	(MA,(MM,(AD,MU)));
ENSGT00390000015751	invalid	1	APAMA00000025869	APAMM00000024528	APAAD00000019715	TRAMU00000012181	(MA,(MM,(AD,MU)));
ENSGT00390000005033	invalid	-1	APAMA00000051155	TRAMM00000019297	TRAAD00000022331	APAMU00000042144	((MA,MM),(AD,MU));
ENSGT00890000139487	invalid	1	APAMA00000042753	APAMM00000040577	APAAD00000032780	APAMU00000035066	(MA,(MM,(AD,MU)));
ENSGT00390000003691	invalid	1	APAMA00000019619	APAMM00000018596	APAAD00000015033	APAMU00000016142	(MA,(MM,(AD,MU)));
ENSGT00390000003691	invalid	1	APAMA00000019616	APAMM00000018594	APAAD00000015035	APAMU00000016144	(MA,(MM,(AD,MU)));
ENSGT00750000117391	invalid	-1	APAMA00000028158	APAMM00000026646	APAAD00000021413	APAMU00000023027	((AD,MA),(MM,MU));
ENSGT00760000119228	invalid	1	APAMA00000013464	APAMM00000012734	APAAD00000010284	APAMU00000011065	(MA,(MM,(AD,MU)));
ENSGT00760000119228	invalid	1	APAMA00000013504	APAMM00000012774	APAAD00000010299	APAMU00000011047	(MA,(MM,(AD,MU)));
ENSGT00760000119228	invalid	1	APAMA00000013496	APAMM00000012756	APAAD00000010315	TRAMU00000006528	(MA,(MM,(AD,MU)));
ENSGT00760000119228	invalid	1	APAMA00000013450	APAMM00000012748	APAAD00000010326	APAMU00000011033	(MA,(MM,(AD,MU)));
ENSGT00390000011980	invalid	1	APAMA00000031560	APAMM00000029916	APAAD00000024053	APAMU00000025843	(MA,(MM,(AD,MU)));
ENSGT00530000063692	invalid	1	APAMA00000026382	APAMM00000024921	APAAD00000020051	APAMU00000021540	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	APAMA00000010118	APAMM00000009685	APAAD00000007823	APAMU00000008445	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	APAMA00000010120	APAMM00000009678	APAAD00000007833	APAMU00000008444	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	APAMA00000010126	APAMM00000009677	APAAD00000007830	APAMU00000008449	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	TRAMA00000005153	APAMM00000009683	APAAD00000007825	APAMU00000008454	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	APAMA00000010129	APAMM00000009681	APAAD00000007826	APAMU00000008451	(MA,(MM,(AD,MU)));
ENSGT00550000074456	invalid	1	APAMA00000010116	APAMM00000009673	APAAD00000007829	APAMU00000008455	(MA,(MM,(AD,MU)));
ENSGT00760000119089	invalid	1	TRAMA00000019125	APAMM00000020518	APAAD00000016521	APAMU00000017781	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	APAMA00000057050	APAMM00000054584	APAAD00000044093	TRAMU00000027526	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	APAMA00000057058	APAMM00000054580	TRAAD00000024950	TRAMU00000027514	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	TRAMA00000029747	APAMM00000054566	TRAAD00000024952	APAMU00000047166	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	APAMA00000057069	APAMM00000054564	APAAD00000044097	APAMU00000047189	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	APAMA00000057066	APAMM00000054597	APAAD00000044116	APAMU00000047182	(MA,(MM,(AD,MU)));
ENSGT00760000119191	invalid	1	APAMA00000057032	APAMM00000054601	TRAAD00000024954	APAMU00000047196	(MA,(MM,(AD,MU)));
ENSGT00390000015607	invalid	1	APAMA00000010256	APAMM00000009818	APAAD00000007948	APAMU00000008557	(MA,(MM,(AD,MU)));
ENSGT00390000016869	invalid	1	APAMA00000036431	APAMM00000034557	APAAD00000027872	APAMU00000029832	(MA,(MM,(AD,MU)));
ENSGT00390000016869	invalid	1	APAMA00000036430	APAMM00000034558	APAAD00000027871	APAMU00000029834	(MA,(MM,(AD,MU)));
ENSGT00530000063625	invalid	1	TRAMA00000019309	TRAMM00000018455	APAAD00000028322	APAMU00000030389	(MA,(MM,(AD,MU)));
ENSGT00390000006548	invalid	1	APAMA00000034970	APAMM00000033199	APAAD00000026770	APAMU00000028606	(MA,(MM,(AD,MU)));
ENSGT00390000007484	invalid	1	APAMA00000059143	APAMM00000056640	APAAD00000045753	APAMU00000048971	(MA,(MM,(AD,MU)));
ENSGT00390000007484	invalid	1	APAMA00000059137	TRAMM00000029525	APAAD00000045758	APAMU00000048972	(MA,(MM,(AD,MU)));
ENSGT00550000074575	invalid	1	APAMA00000022003	APAMM00000020860	APAAD00000016794	APAMU00000018077	(MA,(MM,(AD,MU)));
ENSGT00550000074575	invalid	1	APAMA00000022014	APAMM00000020847	APAAD00000016802	APAMU00000018067	(MA,(MM,(AD,MU)));
ENSGT00550000074575	invalid	1	APAMA00000022012	APAMM00000020853	APAAD00000016798	APAMU00000018073	(MA,(MM,(AD,MU)));
ENSGT00550000074575	invalid	1	APAMA00000022004	APAMM00000020850	APAAD00000016804	APAMU00000018060	(MA,(MM,(AD,MU)));
ENSGT00550000074575	invalid	1	APAMA00000022033	TRAMM00000010718	APAAD00000016809	APAMU00000018056	(MA,(MM,(AD,MU)));
ENSGT00390000001517	invalid	1	APAMA00000034665	TRAMM00000017195	APAAD00000026507	APAMU00000028319	(MA,(MM,(AD,MU)));
ENSGT00530000063440	invalid	1	APAMA00000032535	APAMM00000030851	TRAAD00000014140	APAMU00000026635	(MA,(MM,(AD,MU)));
ENSGT00530000063837	invalid	1	TRAMA00000029202	APAMM00000053592	APAAD00000043251	APAMU00000046274	(MA,(MM,(AD,MU)));
ENSGT00390000011476	invalid	1	TRAMA00000022295	APAMM00000040811	APAAD00000032949	APAMU00000035249	(MA,(MM,(AD,MU)));
ENSGT00760000119233	invalid	1	APAMA00000045015	APAMM00000042864	APAAD00000034500	APAMU00000037001	(MA,(MM,(AD,MU)));
ENSGT00760000119233	invalid	1	APAMA00000044998	TRAMM00000022607	APAAD00000034507	APAMU00000037022	(MA,(MM,(AD,MU)));
ENSGT00760000119233	invalid	1	TRAMA00000023449	TRAMM00000022605	APAAD00000034503	TRAMU00000021664	(MA,(MM,(AD,MU)));
ENSGT00760000119233	invalid	1	APAMA00000045009	TRAMM00000022601	APAAD00000034512	APAMU00000037016	(MA,(MM,(AD,MU)));
ENSGT00760000119223	invalid	1	APAMA00000013639	APAMM00000012908	APAAD00000010437	APAMU00000011169	(MA,(MM,(AD,MU)));
ENSGT00390000006947	invalid	1	TRAMA00000010752	APAMM00000020129	APAAD00000016141	APAMU00000017413	(MA,(MM,(AD,MU)));
ENSGT00390000003926	invalid	1	APAMA00000000416	APAMM00000000432	APAAD00000000320	APAMU00000000333	(MA,(MM,(AD,MU)));
ENSGT00390000003926	invalid	1	APAMA00000000415	APAMM00000000433	APAAD00000000322	APAMU00000000334	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041015	APAMM00000038964	TRAAD00000017819	APAMU00000033637	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041036	APAMM00000038951	APAAD00000031451	APAMU00000033633	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	TRAMA00000021335	APAMM00000038943	APAAD00000031412	APAMU00000033656	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041000	APAMM00000038941	APAAD00000031409	APAMU00000033613	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041050	APAMM00000038978	APAAD00000031422	APAMU00000033662	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041022	APAMM00000038987	APAAD00000031461	APAMU00000033650	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041061	APAMM00000038927	APAAD00000031469	TRAMU00000019620	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041007	TRAMM00000020537	APAAD00000031471	APAMU00000033625	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	APAMA00000041034	APAMM00000038937	APAAD00000031437	APAMU00000033616	(MA,(MM,(AD,MU)));
ENSGT00840000129688	invalid	1	TRAMA00000021317	APAMM00000038953	APAAD00000031457	APAMU00000033672	(MA,(MM,(AD,MU)));
ENSGT00390000006311	invalid	1	APAMA00000038075	APAMM00000036051	APAAD00000029110	APAMU00000031220	(MA,(MM,(AD,MU)));
ENSGT00390000006311	invalid	1	APAMA00000038070	APAMM00000036047	APAAD00000029119	APAMU00000031221	(MA,(MM,(AD,MU)));
ENSGT00760000119010	invalid	1	APAMA00000012343	APAMM00000011719	APAAD00000009482	APAMU00000010201	(MA,(MM,(AD,MU)));
ENSGT00760000119010	invalid	1	APAMA00000012344	APAMM00000011718	APAAD00000009484	TRAMU00000006011	(MA,(MM,(AD,MU)));
ENSGT00760000119010	invalid	1	APAMA00000012352	APAMM00000011711	APAAD00000009486	APAMU00000010209	(MA,(MM,(AD,MU)));
ENSGT00390000012082	invalid	1	APAMA00000016646	APAMM00000015764	APAAD00000012689	APAMU00000013504	(MA,(MM,(AD,MU)));
ENSGT00530000063410	invalid	1	APAMA00000062707	APAMM00000060088	APAAD00000048656	APAMU00000051960	(MA,(MM,(AD,MU)));
ENSGT00520000055675	invalid	1	APAMA00000060662	APAMM00000058101	APAAD00000047002	APAMU00000050244	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058318	APAMM00000055768	APAAD00000044997	APAMU00000048212	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058274	APAMM00000055821	APAAD00000045067	APAMU00000048213	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058344	TRAMM00000029068	APAAD00000045048	TRAMU00000028058	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058354	APAMM00000055727	APAAD00000045059	APAMU00000048245	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058260	TRAMM00000029069	APAAD00000045040	APAMU00000048191	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058319	APAMM00000055774	APAAD00000044999	APAMU00000048244	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058250	TRAMM00000029062	TRAAD00000025504	APAMU00000048217	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058243	APAMM00000055799	APAAD00000045013	APAMU00000048236	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058300	APAMM00000055812	APAAD00000045074	APAMU00000048200	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058336	APAMM00000055716	APAAD00000045031	APAMU00000048260	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058325	APAMM00000055789	APAAD00000045008	APAMU00000048199	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	TRAMA00000030340	APAMM00000055790	APAAD00000045076	APAMU00000048169	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058297	TRAMM00000029071	APAAD00000045088	APAMU00000048224	(MA,(MM,(AD,MU)));
ENSGT00840000129673	invalid	1	APAMA00000058308	APAMM00000055782	APAAD00000045081	APAMU00000048230	(MA,(MM,(AD,MU)));
ENSGT00760000118971	invalid	1	APAMA00000015759	APAMM00000014940	APAAD00000012022	APAMU00000012801	(MA,(MM,(AD,MU)));
ENSGT00760000118971	invalid	1	APAMA00000015764	APAMM00000014896	APAAD00000012041	APAMU00000012818	(MA,(MM,(AD,MU)));
ENSGT00760000118971	invalid	1	APAMA00000015779	APAMM00000014894	TRAAD00000006663	APAMU00000012776	(MA,(MM,(AD,MU)));
ENSGT00760000118971	invalid	1	TRAMA00000007839	APAMM00000014913	APAAD00000012025	APAMU00000012790	(MA,(MM,(AD,MU)));
ENSGT00760000118971	invalid	1	APAMA00000015803	APAMM00000014903	APAAD00000012033	APAMU00000012799	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033671	APAMM00000031970	TRAAD00000014722	APAMU00000027558	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033656	APAMM00000031967	APAAD00000025745	APAMU00000027623	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033691	APAMM00000031999	APAAD00000025740	APAMU00000027634	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033666	TRAMM00000016714	APAAD00000025775	APAMU00000027562	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033662	APAMM00000031980	APAAD00000025779	APAMU00000027568	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033651	APAMM00000031968	APAAD00000025748	TRAMU00000016132	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033678	APAMM00000031972	TRAAD00000014729	APAMU00000027618	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033681	TRAMM00000016726	APAAD00000025735	APAMU00000027632	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033696	APAMM00000031996	APAAD00000025752	APAMU00000027643	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	TRAMA00000017340	TRAMM00000016699	APAAD00000025759	APAMU00000027611	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033713	APAMM00000032033	APAAD00000025767	APAMU00000027582	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033721	APAMM00000031986	APAAD00000025749	APAMU00000027570	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	TRAMA00000017345	APAMM00000032025	TRAAD00000014717	APAMU00000027590	(MA,(MM,(AD,MU)));
ENSGT00760000118782	invalid	1	APAMA00000033727	TRAMM00000016740	APAAD00000025800	APAMU00000027592	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050697	TRAMM00000025394	APAAD00000039008	APAMU00000041777	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050709	APAMM00000048496	TRAAD00000022108	TRAMU00000024389	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050702	APAMM00000048476	TRAAD00000022107	APAMU00000041786	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050714	APAMM00000048472	TRAAD00000022110	TRAMU00000024394	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050720	APAMM00000048491	APAAD00000039006	APAMU00000041776	(MA,(MM,(AD,MU)));
ENSGT00550000074298	invalid	1	APAMA00000050694	APAMM00000048500	APAAD00000039010	APAMU00000041795	(MA,(MM,(AD,MU)));
ENSGT00390000006330	invalid	1	APAMA00000040101	APAMM00000038079	APAAD00000030721	APAMU00000032892	(MA,(MM,(AD,MU)));
ENSGT00890000139369	invalid	1	TRAMA00000029950	APAMM00000054951	APAAD00000044409	APAMU00000047513	(MA,(MM,(AD,MU)));
ENSGT00890000139369	invalid	1	APAMA00000057488	APAMM00000054967	APAAD00000044403	TRAMU00000027687	(MA,(MM,(AD,MU)));
ENSGT00890000139369	invalid	1	APAMA00000057500	APAMM00000054959	APAAD00000044417	APAMU00000047531	(MA,(MM,(AD,MU)));
ENSGT00890000139369	invalid	1	APAMA00000057481	APAMM00000054949	APAAD00000044398	APAMU00000047511	(MA,(MM,(AD,MU)));
ENSGT00550000074489	invalid	1	APAMA00000028381	APAMM00000026920	APAAD00000021634	APAMU00000023241	(MA,(MM,(AD,MU)));
ENSGT00550000074489	invalid	1	APAMA00000028394	TRAMM00000013883	APAAD00000021638	APAMU00000023240	(MA,(MM,(AD,MU)));
ENSGT00530000063668	invalid	1	APAMA00000014785	APAMM00000013981	APAAD00000011325	APAMU00000012059	(MA,(MM,(AD,MU)));
ENSGT00700000104130	invalid	1	APAMA00000012373	APAMM00000011736	APAAD00000009508	APAMU00000010237	(MA,(MM,(AD,MU)));
ENSGT00700000104130	invalid	1	APAMA00000012371	APAMM00000011735	APAAD00000009504	APAMU00000010233	(MA,(MM,(AD,MU)));
ENSGT00390000013648	invalid	1	APAMA00000063225	APAMM00000060547	APAAD00000049036	APAMU00000052370	(MA,(MM,(AD,MU)));
ENSGT00890000139323	invalid	1	APAMA00000052148	APAMM00000049845	APAAD00000040143	APAMU00000043032	(MA,(MM,(AD,MU)));
